dataset,outer_fold,method,k,mask,features,inner_mse,outer_utterance_mse,n_outer_systems,n_outer_items,weights_json
bvcc,2,inner_search,7,431,whisper+contentvec12+wavlm+beats+speaker+rmvpe_quant+ced,0.2595058516178823,0.2346632415399275,35,995,"{""whisper"": 0.19997440625779114, ""contentvec12"": 0.11013880398633043, ""wavlm"": 0.1772308631368428, ""beats"": 0.21075126777510741, ""speaker"": 0.07975452501382853, ""rmvpe_quant"": 5.2218813574619167e-17, ""ced"": 0.22215013383009963}"
bvcc,2,inner_search,8,495,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced,0.2595058516176144,0.2346632308014017,35,995,"{""whisper"": 0.19997428916813642, ""contentvec12"": 0.1101387524692853, ""wavlm"": 0.17723014077919977, ""beats"": 0.21075137000124117, ""speaker"": 0.07975475194738085, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 1.0597520370674172e-17, ""ced"": 0.22215069563475653}"
bvcc,2,inner_search,9,959,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_quant+ced+egemaps,0.2595058516176232,0.2346632299545143,35,995,"{""whisper"": 0.19997433130705394, ""contentvec12"": 0.11013874488697566, ""wavlm"": 0.17723018202264, ""beats"": 0.21075134439736218, ""auditory_erb"": 1.8135170615339133e-17, ""speaker"": 0.07975471444298696, ""rmvpe_quant"": 0.0, ""ced"": 0.2221506829429812, ""egemaps"": 0.0}"
bvcc,2,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2595058516176228,0.2346632290838482,35,995,"{""whisper"": 0.19997434481650053, ""contentvec12"": 0.1101387328440442, ""wavlm"": 0.17723018264457446, ""beats"": 0.21075132544342123, ""auditory_erb"": 0.0, ""speaker"": 0.07975470976509232, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 1.878496069116894e-17, ""ced"": 0.22215070448636728, ""egemaps"": 0.0}"
bvcc,3,gate,1,256,ced,0.3525140653572322,0.3165679134608283,35,995,"{""ced"": 1.0}"
bvcc,3,gate,2,257,whisper+ced,0.2853686171158436,0.2527078416811349,35,995,"{""whisper"": 0.42617307588406145, ""ced"": 0.5738269241159386}"
bvcc,3,gate,3,261,whisper+wavlm+ced,0.2671623138599546,0.2299293209356872,35,995,"{""whisper"": 0.2895048863951582, ""wavlm"": 0.28718141474361975, ""ced"": 0.42331369886122217}"
bvcc,3,gate,4,269,whisper+wavlm+beats+ced,0.2605148088953403,0.2202103239774011,35,995,"{""whisper"": 0.26113831618361244, ""wavlm"": 0.24889201840337466, ""beats"": 0.18993021439247867, ""ced"": 0.30003945102053425}"
bvcc,3,gate,5,301,whisper+wavlm+beats+speaker+ced,0.2573437292461401,0.2155075721446699,35,995,"{""whisper"": 0.24374449132625878, ""wavlm"": 0.21158349737856835, ""beats"": 0.16531796641319715, ""speaker"": 0.1327746410618166, ""ced"": 0.2465794038201592}"
bvcc,3,gate,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2566499244929307,0.2139541365119351,35,995,"{""whisper"": 0.23023596288353043, ""contentvec12"": 0.05989023695118497, ""wavlm"": 0.18310050625027943, ""beats"": 0.16321843546362935, ""speaker"": 0.12127608062443526, ""ced"": 0.24227877782694057}"
bvcc,3,gate,7,367,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced,0.2566499244923796,0.2139541189803068,35,995,"{""whisper"": 0.23023544609157695, ""contentvec12"": 0.0598907223145821, ""wavlm"": 0.18310128239170484, ""beats"": 0.1632195592487485, ""speaker"": 0.12127448386038862, ""rmvpe_cont"": 1.054946448580729e-18, ""ced"": 0.24227850609299895}"
bvcc,3,gate,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.2566499244924742,0.213954108654631,35,995,"{""whisper"": 0.230235261100323, ""contentvec12"": 0.05989106530831869, ""wavlm"": 0.18310136719819906, ""beats"": 0.16321968611683574, ""speaker"": 0.12127430517535437, ""rmvpe_cont"": 0.0, ""ced"": 0.24227831510096925, ""egemaps"": 2.342367045235811e-18}"
bvcc,3,gate,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.2566499244928949,0.2139541089173247,35,995,"{""whisper"": 0.23023546098926265, ""contentvec12"": 0.05989124458156512, ""wavlm"": 0.18310199785577863, ""beats"": 0.1632193167613087, ""auditory_erb"": 9.89227941530126e-18, ""speaker"": 0.1212740775972703, ""rmvpe_cont"": 0.0, ""ced"": 0.24227790221481466, ""egemaps"": 9.445838458177815e-18}"
bvcc,3,gate,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2566499244927687,0.2139541143711054,35,995,"{""whisper"": 0.23023567199829273, ""contentvec12"": 0.05989115741993987, ""wavlm"": 0.18310171164027336, ""beats"": 0.16321911451510274, ""auditory_erb"": 0.0, ""speaker"": 0.1212743720609614, ""rmvpe_cont"": 2.2767623582374953e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.24227797236542983, ""egemaps"": 3.646834179954386e-18}"
bvcc,3,shapley,1,256,ced,0.3525140653572322,0.3165679134608283,35,995,"{""ced"": 1.0}"
bvcc,3,shapley,2,257,whisper+ced,0.2853686171158436,0.2527078416811349,35,995,"{""whisper"": 0.42617307588406145, ""ced"": 0.5738269241159386}"
bvcc,3,shapley,3,261,whisper+wavlm+ced,0.2671623138599546,0.2299293209356872,35,995,"{""whisper"": 0.2895048863951582, ""wavlm"": 0.28718141474361975, ""ced"": 0.42331369886122217}"
bvcc,3,shapley,4,269,whisper+wavlm+beats+ced,0.2605148088953403,0.2202103239774011,35,995,"{""whisper"": 0.26113831618361244, ""wavlm"": 0.24889201840337466, ""beats"": 0.18993021439247867, ""ced"": 0.30003945102053425}"
bvcc,3,shapley,5,301,whisper+wavlm+beats+speaker+ced,0.2573437292461401,0.2155075721446699,35,995,"{""whisper"": 0.24374449132625878, ""wavlm"": 0.21158349737856835, ""beats"": 0.16531796641319715, ""speaker"": 0.1327746410618166, ""ced"": 0.2465794038201592}"
bvcc,3,shapley,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2566499244929307,0.2139541365119351,35,995,"{""whisper"": 0.23023596288353043, ""contentvec12"": 0.05989023695118497, ""wavlm"": 0.18310050625027943, ""beats"": 0.16321843546362935, ""speaker"": 0.12127608062443526, ""ced"": 0.24227877782694057}"
bvcc,3,shapley,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.2566499244923878,0.2139541125367028,35,995,"{""whisper"": 0.23023533013542302, ""contentvec12"": 0.05989104892344617, ""wavlm"": 0.18310101800608758, ""beats"": 0.1632196307451082, ""speaker"": 0.12127445310398259, ""ced"": 0.24227851908595255, ""egemaps"": 0.0}"
bvcc,3,shapley,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.2566499244925104,0.2139541070762472,35,995,"{""whisper"": 0.23023525392840416, ""contentvec12"": 0.059891122213342037, ""wavlm"": 0.18310141747693648, ""beats"": 0.16321968347580146, ""auditory_erb"": 2.2881264963649938e-17, ""speaker"": 0.1212742734208797, ""ced"": 0.24227824948463625, ""egemaps"": 0.0}"
bvcc,3,shapley,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.2566499244928949,0.2139541089173247,35,995,"{""whisper"": 0.23023546098926265, ""contentvec12"": 0.05989124458156512, ""wavlm"": 0.18310199785577863, ""beats"": 0.1632193167613087, ""auditory_erb"": 9.89227941530126e-18, ""speaker"": 0.1212740775972703, ""rmvpe_cont"": 0.0, ""ced"": 0.24227790221481466, ""egemaps"": 9.445838458177815e-18}"
bvcc,3,shapley,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2566499244927687,0.2139541143711054,35,995,"{""whisper"": 0.23023567199829273, ""contentvec12"": 0.05989115741993987, ""wavlm"": 0.18310171164027336, ""beats"": 0.16321911451510274, ""auditory_erb"": 0.0, ""speaker"": 0.1212743720609614, ""rmvpe_cont"": 2.2767623582374953e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.24227797236542983, ""egemaps"": 3.646834179954386e-18}"
bvcc,3,singleton,1,256,ced,0.3525140653572322,0.3165679134608283,35,995,"{""ced"": 1.0}"
bvcc,3,singleton,2,260,wavlm+ced,0.2896272449539925,0.2456341446170911,35,995,"{""wavlm"": 0.4544641253415366, ""ced"": 0.5455358746584634}"
bvcc,3,singleton,3,268,wavlm+beats+ced,0.2782186183971141,0.2304876123936895,35,995,"{""wavlm"": 0.3839650874282257, ""beats"": 0.24487629922255708, ""ced"": 0.3711586133492173}"
bvcc,3,singleton,4,300,wavlm+beats+speaker+ced,0.2723948092724139,0.2236348009450687,35,995,"{""wavlm"": 0.3219750907988608, ""beats"": 0.20702848373899307, ""speaker"": 0.1777472050213176, ""ced"": 0.2932492204408286}"
bvcc,3,singleton,5,301,whisper+wavlm+beats+speaker+ced,0.2573437292461401,0.2155075721446699,35,995,"{""whisper"": 0.24374449132625878, ""wavlm"": 0.21158349737856835, ""beats"": 0.16531796641319715, ""speaker"": 0.1327746410618166, ""ced"": 0.2465794038201592}"
bvcc,3,singleton,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2566499244929307,0.2139541365119351,35,995,"{""whisper"": 0.23023596288353043, ""contentvec12"": 0.05989023695118497, ""wavlm"": 0.18310050625027943, ""beats"": 0.16321843546362935, ""speaker"": 0.12127608062443526, ""ced"": 0.24227877782694057}"
bvcc,3,singleton,7,815,whisper+contentvec12+wavlm+beats+speaker+ced+egemaps,0.2566499244923878,0.2139541125367028,35,995,"{""whisper"": 0.23023533013542302, ""contentvec12"": 0.05989104892344617, ""wavlm"": 0.18310101800608758, ""beats"": 0.1632196307451082, ""speaker"": 0.12127445310398259, ""ced"": 0.24227851908595255, ""egemaps"": 0.0}"
bvcc,3,singleton,8,831,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+ced+egemaps,0.2566499244925104,0.2139541070762472,35,995,"{""whisper"": 0.23023525392840416, ""contentvec12"": 0.059891122213342037, ""wavlm"": 0.18310141747693648, ""beats"": 0.16321968347580146, ""auditory_erb"": 2.2881264963649938e-17, ""speaker"": 0.1212742734208797, ""ced"": 0.24227824948463625, ""egemaps"": 0.0}"
bvcc,3,singleton,9,895,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+ced+egemaps,0.2566499244928949,0.2139541089173247,35,995,"{""whisper"": 0.23023546098926265, ""contentvec12"": 0.05989124458156512, ""wavlm"": 0.18310199785577863, ""beats"": 0.1632193167613087, ""auditory_erb"": 9.89227941530126e-18, ""speaker"": 0.1212740775972703, ""rmvpe_cont"": 0.0, ""ced"": 0.24227790221481466, ""egemaps"": 9.445838458177815e-18}"
bvcc,3,singleton,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2566499244927687,0.2139541143711054,35,995,"{""whisper"": 0.23023567199829273, ""contentvec12"": 0.05989115741993987, ""wavlm"": 0.18310171164027336, ""beats"": 0.16321911451510274, ""auditory_erb"": 0.0, ""speaker"": 0.1212743720609614, ""rmvpe_cont"": 2.2767623582374953e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.24227797236542983, ""egemaps"": 3.646834179954386e-18}"
bvcc,3,inner_search,1,256,ced,0.3525140653572322,0.3165679134608283,35,995,"{""ced"": 1.0}"
bvcc,3,inner_search,2,257,whisper+ced,0.2853686171158436,0.2527078416811349,35,995,"{""whisper"": 0.42617307588406145, ""ced"": 0.5738269241159386}"
bvcc,3,inner_search,3,261,whisper+wavlm+ced,0.2671623138599546,0.2299293209356872,35,995,"{""whisper"": 0.2895048863951582, ""wavlm"": 0.28718141474361975, ""ced"": 0.42331369886122217}"
bvcc,3,inner_search,4,269,whisper+wavlm+beats+ced,0.2605148088953403,0.2202103239774011,35,995,"{""whisper"": 0.26113831618361244, ""wavlm"": 0.24889201840337466, ""beats"": 0.18993021439247867, ""ced"": 0.30003945102053425}"
bvcc,3,inner_search,5,301,whisper+wavlm+beats+speaker+ced,0.2573437292461401,0.2155075721446699,35,995,"{""whisper"": 0.24374449132625878, ""wavlm"": 0.21158349737856835, ""beats"": 0.16531796641319715, ""speaker"": 0.1327746410618166, ""ced"": 0.2465794038201592}"
bvcc,3,inner_search,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2566499244929307,0.2139541365119351,35,995,"{""whisper"": 0.23023596288353043, ""contentvec12"": 0.05989023695118497, ""wavlm"": 0.18310050625027943, ""beats"": 0.16321843546362935, ""speaker"": 0.12127608062443526, ""ced"": 0.24227877782694057}"
bvcc,3,inner_search,7,367,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced,0.2566499244923796,0.2139541189803068,35,995,"{""whisper"": 0.23023544609157695, ""contentvec12"": 0.0598907223145821, ""wavlm"": 0.18310128239170484, ""beats"": 0.1632195592487485, ""speaker"": 0.12127448386038862, ""rmvpe_cont"": 1.054946448580729e-18, ""ced"": 0.24227850609299895}"
bvcc,3,inner_search,8,879,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+ced+egemaps,0.2566499244924742,0.213954108654631,35,995,"{""whisper"": 0.230235261100323, ""contentvec12"": 0.05989106530831869, ""wavlm"": 0.18310136719819906, ""beats"": 0.16321968611683574, ""speaker"": 0.12127430517535437, ""rmvpe_cont"": 0.0, ""ced"": 0.24227831510096925, ""egemaps"": 2.342367045235811e-18}"
bvcc,3,inner_search,9,1007,whisper+contentvec12+wavlm+beats+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.256649924492369,0.2139541189211287,35,995,"{""whisper"": 0.23023545947930182, ""contentvec12"": 0.05989085804243893, ""wavlm"": 0.1831010745624333, ""beats"": 0.16321940944570648, ""speaker"": 0.12127462154008758, ""rmvpe_cont"": 0.0, ""rmvpe_quant"": 1.966700653939138e-17, ""ced"": 0.2422785769300317, ""egemaps"": 6.164017575847153e-19}"
bvcc,3,inner_search,10,1023,whisper+contentvec12+wavlm+beats+auditory_erb+speaker+rmvpe_cont+rmvpe_quant+ced+egemaps,0.2566499244927687,0.2139541143711054,35,995,"{""whisper"": 0.23023567199829273, ""contentvec12"": 0.05989115741993987, ""wavlm"": 0.18310171164027336, ""beats"": 0.16321911451510274, ""auditory_erb"": 0.0, ""speaker"": 0.1212743720609614, ""rmvpe_cont"": 2.2767623582374953e-17, ""rmvpe_quant"": 0.0, ""ced"": 0.24227797236542983, ""egemaps"": 3.646834179954386e-18}"
bvcc,4,gate,1,256,ced,0.355782962304597,0.3538509225578727,35,995,"{""ced"": 1.0}"
bvcc,4,gate,2,260,wavlm+ced,0.2922452255254886,0.2984782475125165,35,995,"{""wavlm"": 0.47103495347589003, ""ced"": 0.5289650465241099}"
bvcc,4,gate,3,261,whisper+wavlm+ced,0.2746600254748407,0.271225294419298,35,995,"{""whisper"": 0.26713392397140023, ""wavlm"": 0.31790264937272145, ""ced"": 0.4149634266558784}"
bvcc,4,gate,4,269,whisper+wavlm+beats+ced,0.2684211114305753,0.263455181407153,35,995,"{""whisper"": 0.24312404903993587, ""wavlm"": 0.2753512146243726, ""beats"": 0.17837114891130437, ""ced"": 0.303153587424387}"
bvcc,4,gate,5,301,whisper+wavlm+beats+speaker+ced,0.2660157452935594,0.2604299658674945,35,995,"{""whisper"": 0.22189509475645575, ""wavlm"": 0.24407722479959307, ""beats"": 0.15977134228210274, ""speaker"": 0.11927459285108866, ""ced"": 0.25498174531075984}"
bvcc,4,gate,6,303,whisper+contentvec12+wavlm+beats+speaker+ced,0.2651770028728833,0.259159023387231,35,995,"{""whisper"": 0.20809458819274637, ""contentvec12"": 0.06725118534713392, ""wavlm"": 0.21120468262779324, ""beats"": 0.1546354944560363, ""speaker"": 0.1071609587937644, ""ced"": 0.2516530905825258}"
